"","ZCTA","year","month","type","crime_count"
"763","68104",2018,"January","theft",97
"764","68104",2018,"February","assault",48
"765","68104",2018,"February","burglary",13
"766","68104",2018,"February","criminal mischief",36
"767","68104",2018,"February","other crimes",74
"768","68104",2018,"February","theft",87
"769","68104",2018,"March","assault",68
"770","68104",2018,"March","burglary",9
"771","68104",2018,"March","criminal mischief",41
"772","68104",2018,"March","other crimes",109
"773","68104",2018,"March","theft",92
"774","68104",2018,"April","assault",78
"775","68104",2018,"April","burglary",10
"776","68104",2018,"April","criminal mischief",60
"777","68104",2018,"April","other crimes",109
"778","68104",2018,"April","theft",105
"779","68104",2018,"May","assault",95
"780","68104",2018,"May","burglary",16
"781","68104",2018,"May","criminal mischief",70
"782","68104",2018,"May","other crimes",110
"783","68104",2018,"May","theft",116
"784","68104",2018,"June","assault",55
"785","68104",2018,"June","burglary",9
"786","68104",2018,"June","criminal mischief",50
"787","68104",2018,"June","other crimes",106
"788","68104",2018,"June","theft",89
"789","68104",2018,"July","assault",43
"790","68104",2018,"July","burglary",5
"791","68104",2018,"July","criminal mischief",39
"792","68104",2018,"July","other crimes",73
"793","68104",2018,"July","theft",90
"794","68104",2018,"August","assault",30
"795","68104",2018,"August","burglary",3
"796","68104",2018,"August","criminal mischief",37
"797","68104",2018,"August","other crimes",59
"798","68104",2018,"August","theft",82
"799","68104",2018,"September","assault",58
"800","68104",2018,"September","burglary",9
"801","68104",2018,"September","criminal mischief",32
"802","68104",2018,"September","other crimes",61
"803","68104",2018,"September","theft",82
"804","68104",2018,"October","assault",45
"805","68104",2018,"October","burglary",6
"806","68104",2018,"October","criminal mischief",44
"807","68104",2018,"October","other crimes",80
"808","68104",2018,"October","theft",84
"809","68104",2018,"November","assault",36
"810","68104",2018,"November","burglary",2
"811","68104",2018,"November","criminal mischief",29
"812","68104",2018,"November","other crimes",48
"813","68104",2018,"November","theft",67
"814","68104",2018,"December","assault",28
"815","68104",2018,"December","burglary",10
"816","68104",2018,"December","criminal mischief",29
"817","68104",2018,"December","other crimes",57
"818","68104",2018,"December","theft",82
"819","68104",2019,"January","assault",40
"820","68104",2019,"January","burglary",7
"821","68104",2019,"January","criminal mischief",15
"822","68104",2019,"January","other crimes",58
"823","68104",2019,"January","theft",78
"824","68104",2019,"February","assault",28
"825","68104",2019,"February","burglary",8
"826","68104",2019,"February","criminal mischief",16
"827","68104",2019,"February","other crimes",52
"828","68104",2019,"February","theft",51
"829","68104",2019,"March","assault",29
"830","68104",2019,"March","burglary",8
"831","68104",2019,"March","criminal mischief",18
"832","68104",2019,"March","other crimes",52
"833","68104",2019,"March","theft",63
"834","68104",2019,"April","assault",37
"835","68104",2019,"April","burglary",5
"836","68104",2019,"April","criminal mischief",26
"837","68104",2019,"April","other crimes",51
"838","68104",2019,"April","theft",83
"839","68104",2019,"May","assault",37
"840","68104",2019,"May","burglary",4
"841","68104",2019,"May","criminal mischief",34
"842","68104",2019,"May","other crimes",59
"843","68104",2019,"May","theft",76
"844","68104",2019,"June","assault",45
"845","68104",2019,"June","burglary",4
"846","68104",2019,"June","criminal mischief",27
"847","68104",2019,"June","other crimes",62
"848","68104",2019,"June","theft",91
"849","68104",2019,"July","assault",49
"850","68104",2019,"July","burglary",6
"851","68104",2019,"July","criminal mischief",35
"852","68104",2019,"July","other crimes",56
"853","68104",2019,"July","theft",103
"854","68104",2019,"August","assault",47
"855","68104",2019,"August","burglary",14
"856","68104",2019,"August","criminal mischief",35
"857","68104",2019,"August","other crimes",75
"858","68104",2019,"August","theft",81
"859","68104",2019,"September","assault",54
"860","68104",2019,"September","burglary",10
"861","68104",2019,"September","criminal mischief",37
"862","68104",2019,"September","other crimes",72
"863","68104",2019,"September","theft",99
"864","68104",2019,"October","assault",44
"865","68104",2019,"October","burglary",7
"866","68104",2019,"October","criminal mischief",26
"867","68104",2019,"October","other crimes",44
"868","68104",2019,"October","theft",86
"869","68104",2019,"November","assault",36
"870","68104",2019,"November","burglary",4
"871","68104",2019,"November","criminal mischief",22
"872","68104",2019,"November","other crimes",63
"873","68104",2019,"November","theft",76
"874","68104",2019,"December","assault",20
"875","68104",2019,"December","burglary",3
"876","68104",2019,"December","criminal mischief",18
"877","68104",2019,"December","other crimes",48
"878","68104",2019,"December","theft",60
"879","68104",2020,"January","assault",24
"880","68104",2020,"January","burglary",11
"881","68104",2020,"January","criminal mischief",14
"882","68104",2020,"January","other crimes",50
"883","68104",2020,"January","theft",60
"884","68104",2020,"February","assault",42
"885","68104",2020,"February","burglary",4
"886","68104",2020,"February","criminal mischief",26
"887","68104",2020,"February","other crimes",64
"888","68104",2020,"February","theft",52
"889","68104",2020,"March","assault",29
"890","68104",2020,"March","burglary",5
"891","68104",2020,"March","criminal mischief",28
"892","68104",2020,"March","other crimes",46
"893","68104",2020,"March","theft",63
"894","68104",2020,"April","assault",47
"895","68104",2020,"April","burglary",2
"896","68104",2020,"April","criminal mischief",26
"897","68104",2020,"April","other crimes",64
"898","68104",2020,"April","theft",67
"899","68104",2020,"May","assault",42
"900","68104",2020,"May","burglary",6
"901","68104",2020,"May","criminal mischief",34
"902","68104",2020,"May","other crimes",65
"903","68104",2020,"May","theft",60
"904","68104",2020,"June","assault",38
"905","68104",2020,"June","burglary",5
"906","68104",2020,"June","criminal mischief",32
"907","68104",2020,"June","other crimes",61
"908","68104",2020,"June","theft",36
"909","68104",2020,"July","assault",42
"910","68104",2020,"July","burglary",7
"911","68104",2020,"July","criminal mischief",28
"912","68104",2020,"July","other crimes",65
"913","68104",2020,"July","theft",63
"914","68104",2020,"August","assault",48
"915","68104",2020,"August","burglary",9
"916","68104",2020,"August","criminal mischief",32
"917","68104",2020,"August","other crimes",59
"918","68104",2020,"August","theft",43
"919","68104",2020,"September","assault",38
"920","68104",2020,"September","burglary",8
"921","68104",2020,"September","criminal mischief",20
"922","68104",2020,"September","other crimes",66
"923","68104",2020,"September","theft",46
"924","68104",2020,"October","assault",37
"925","68104",2020,"October","burglary",11
"926","68104",2020,"October","criminal mischief",24
"927","68104",2020,"October","other crimes",51
"928","68104",2020,"October","theft",56
"929","68104",2020,"November","assault",37
"930","68104",2020,"November","burglary",9
"931","68104",2020,"November","criminal mischief",32
"932","68104",2020,"November","other crimes",53
"933","68104",2020,"November","theft",55
"934","68104",2020,"December","assault",24
"935","68104",2020,"December","burglary",5
"936","68104",2020,"December","criminal mischief",17
"937","68104",2020,"December","other crimes",47
"938","68104",2020,"December","theft",46
"939","68104",2021,"January","assault",45
"940","68104",2021,"January","burglary",11
"941","68104",2021,"January","criminal mischief",37
"942","68104",2021,"January","other crimes",104
"943","68104",2021,"January","theft",69
"944","68104",2021,"February","assault",60
"945","68104",2021,"February","burglary",10
"946","68104",2021,"February","criminal mischief",25
"947","68104",2021,"February","other crimes",89
"948","68104",2021,"February","theft",64
"949","68104",2021,"March","assault",70
"950","68104",2021,"March","burglary",16
"951","68104",2021,"March","criminal mischief",46
"952","68104",2021,"March","other crimes",100
"953","68104",2021,"March","theft",106
"954","68104",2021,"April","assault",77
"955","68104",2021,"April","burglary",13
"956","68104",2021,"April","criminal mischief",43
"957","68104",2021,"April","other crimes",115
"958","68104",2021,"April","theft",98
"959","68104",2021,"May","assault",78
"960","68104",2021,"May","burglary",16
"961","68104",2021,"May","criminal mischief",77
"962","68104",2021,"May","other crimes",131
"963","68104",2021,"May","theft",98
"964","68104",2021,"June","assault",76
"965","68104",2021,"June","burglary",14
"966","68104",2021,"June","criminal mischief",56
"967","68104",2021,"June","other crimes",108
"968","68104",2021,"June","theft",81
"969","68104",2021,"July","assault",87
"970","68104",2021,"July","burglary",6
"971","68104",2021,"July","criminal mischief",48
"972","68104",2021,"July","other crimes",122
"973","68104",2021,"July","theft",91
"974","68104",2021,"August","assault",73
"975","68104",2021,"August","burglary",16
"976","68104",2021,"August","criminal mischief",66
"977","68104",2021,"August","other crimes",112
"978","68104",2021,"August","theft",106
"979","68104",2021,"September","assault",58
"980","68104",2021,"September","burglary",11
"981","68104",2021,"September","criminal mischief",49
"982","68104",2021,"September","other crimes",101
"983","68104",2021,"September","theft",133
"984","68104",2021,"October","assault",72
"985","68104",2021,"October","burglary",16
"986","68104",2021,"October","criminal mischief",67
"987","68104",2021,"October","other crimes",116
"988","68104",2021,"October","theft",128
"989","68104",2021,"November","assault",78
"990","68104",2021,"November","burglary",16
"991","68104",2021,"November","criminal mischief",62
"992","68104",2021,"November","other crimes",128
"993","68104",2021,"November","theft",124
"994","68104",2021,"December","assault",58
"995","68104",2021,"December","burglary",11
"996","68104",2021,"December","criminal mischief",61
"997","68104",2021,"December","other crimes",136
"998","68104",2021,"December","theft",140
"999","68104",2022,"January","assault",47
"1000","68104",2022,"January","burglary",9
"1001","68104",2022,"January","criminal mischief",30
"1002","68104",2022,"January","other crimes",96
"1003","68104",2022,"January","theft",123
"1004","68104",2022,"February","assault",34
"1005","68104",2022,"February","burglary",8
"1006","68104",2022,"February","criminal mischief",41
"1007","68104",2022,"February","other crimes",98
"1008","68104",2022,"February","theft",156
"1009","68104",2022,"March","assault",54
"1010","68104",2022,"March","burglary",9
"1011","68104",2022,"March","criminal mischief",53
"1012","68104",2022,"March","other crimes",105
"1013","68104",2022,"March","theft",154
"1014","68104",2022,"April","assault",61
"1015","68104",2022,"April","burglary",10
"1016","68104",2022,"April","criminal mischief",68
"1017","68104",2022,"April","other crimes",131
"1018","68104",2022,"April","theft",118
"1019","68104",2022,"May","assault",68
