"","year","ZCTA","demographic_category","value"
"1273","2019","68142","total households",1813
"1274","2019","68142","total households, received SNAP",19
"1275","2019","68142","total households, White householder",1705
"1276","2019","68142","White households, received SNAP",61
"1277","2019","68142","total households, Black householder",57
"1278","2019","68142","Black households, received SNAP",0
"1279","2019","68142","total households, Asian householder",37
"1280","2019","68142","Asian households, received SNAP",0
"1281","2019","68142","total households, Hispanic/Latino (any race)",97
"1282","2019","68142","Hispanic/Latino households, received SNAP",0
"1283","2019","68142","total population",4590
"1284","2019","68142","total population under 18",979
"1285","2019","68142","median age total population",37.2
"1286","2019","68142","median age male",36.2
"1287","2019","68142","median age female",39.7
"1288","2019","68142","limited English households, total",25
"1289","2019","68142","limited English households, percentage",1.4
"1290","2019","68142","total population under 18 in poverty status",117
"1291","2019","68142","total SNAP percentage",0.0104798676227248
"1292","2019","68142","White SNAP percentage",0.0357771260997067
"1293","2019","68142","Black SNAP percentage",0
"1294","2019","68142","Asian SNAP percentage",0
"1295","2019","68142","Hispanic/Latino SNAP percentage",0
"1296","2019","68142","child poverty rate",0.119509703779367
"1297","2019","68144","total households",9923
"1298","2019","68144","total households, received SNAP",212
"1299","2019","68144","total households, White householder",9309
"1300","2019","68144","White households, received SNAP",391
"1301","2019","68144","total households, Black householder",252
"1302","2019","68144","Black households, received SNAP",9
"1303","2019","68144","total households, Asian householder",147
"1304","2019","68144","Asian households, received SNAP",22
"1305","2019","68144","total households, Hispanic/Latino (any race)",312
"1306","2019","68144","Hispanic/Latino households, received SNAP",26
"1307","2019","68144","total population",23308
"1308","2019","68144","total population under 18",5494
"1309","2019","68144","median age total population",40.3
"1310","2019","68144","median age male",39.6
"1311","2019","68144","median age female",40.7
"1312","2019","68144","limited English households, total",138
"1313","2019","68144","limited English households, percentage",1.4
"1314","2019","68144","total population under 18 in poverty status",364
"1315","2019","68144","total SNAP percentage",0.0213645067016023
"1316","2019","68144","White SNAP percentage",0.0420023633043291
"1317","2019","68144","Black SNAP percentage",0.0357142857142857
"1318","2019","68144","Asian SNAP percentage",0.149659863945578
"1319","2019","68144","Hispanic/Latino SNAP percentage",0.0833333333333333
"1320","2019","68144","child poverty rate",0.0662540953767747
"1321","2019","68152","total households",2449
"1322","2019","68152","total households, received SNAP",88
"1323","2019","68152","total households, White householder",1925
"1324","2019","68152","White households, received SNAP",67
"1325","2019","68152","total households, Black householder",415
"1326","2019","68152","Black households, received SNAP",36
"1327","2019","68152","total households, Asian householder",43
"1328","2019","68152","Asian households, received SNAP",15
"1329","2019","68152","total households, Hispanic/Latino (any race)",39
"1330","2019","68152","Hispanic/Latino households, received SNAP",0
"1331","2019","68152","total population",6629
"1332","2019","68152","total population under 18",1553
"1333","2019","68152","median age total population",46.1
"1334","2019","68152","median age male",45.6
"1335","2019","68152","median age female",47.2
"1336","2019","68152","limited English households, total",26
"1337","2019","68152","limited English households, percentage",1.1
"1338","2019","68152","total population under 18 in poverty status",90
"1339","2019","68152","total SNAP percentage",0.0359330338913842
"1340","2019","68152","White SNAP percentage",0.0348051948051948
"1341","2019","68152","Black SNAP percentage",0.0867469879518072
"1342","2019","68152","Asian SNAP percentage",0.348837209302326
"1343","2019","68152","Hispanic/Latino SNAP percentage",0
"1344","2019","68152","child poverty rate",0.0579523502897617
"1345","2019","68154","total households",9831
"1346","2019","68154","total households, received SNAP",129
"1347","2019","68154","total households, White householder",8741
"1348","2019","68154","White households, received SNAP",163
"1349","2019","68154","total households, Black householder",490
"1350","2019","68154","Black households, received SNAP",65
"1351","2019","68154","total households, Asian householder",383
"1352","2019","68154","Asian households, received SNAP",0
"1353","2019","68154","total households, Hispanic/Latino (any race)",446
"1354","2019","68154","Hispanic/Latino households, received SNAP",14
"1355","2019","68154","total population",22031
"1356","2019","68154","total population under 18",4431
"1357","2019","68154","median age total population",37.6
"1358","2019","68154","median age male",35.2
"1359","2019","68154","median age female",40.3
"1360","2019","68154","limited English households, total",124
"1361","2019","68154","limited English households, percentage",1.3
"1362","2019","68154","total population under 18 in poverty status",284
"1363","2019","68154","total SNAP percentage",0.0131217577052182
"1364","2019","68154","White SNAP percentage",0.0186477519734584
"1365","2019","68154","Black SNAP percentage",0.13265306122449
"1366","2019","68154","Asian SNAP percentage",0
"1367","2019","68154","Hispanic/Latino SNAP percentage",0.031390134529148
"1368","2019","68154","child poverty rate",0.0640938839990973
"1369","2019","68164","total households",11888
"1370","2019","68164","total households, received SNAP",351
"1371","2019","68164","total households, White householder",10190
"1372","2019","68164","White households, received SNAP",427
"1373","2019","68164","total households, Black householder",1100
"1374","2019","68164","Black households, received SNAP",122
"1375","2019","68164","total households, Asian householder",237
"1376","2019","68164","Asian households, received SNAP",10
"1377","2019","68164","total households, Hispanic/Latino (any race)",398
"1378","2019","68164","Hispanic/Latino households, received SNAP",37
"1379","2019","68164","total population",29285
"1380","2019","68164","total population under 18",7466
"1381","2019","68164","median age total population",34.5
"1382","2019","68164","median age male",34.2
"1383","2019","68164","median age female",34.9
"1384","2019","68164","limited English households, total",110
"1385","2019","68164","limited English households, percentage",0.9
"1386","2019","68164","total population under 18 in poverty status",768
"1387","2019","68164","total SNAP percentage",0.0295255720053836
"1388","2019","68164","White SNAP percentage",0.0419038272816487
"1389","2019","68164","Black SNAP percentage",0.110909090909091
"1390","2019","68164","Asian SNAP percentage",0.0421940928270042
"1391","2019","68164","Hispanic/Latino SNAP percentage",0.092964824120603
"1392","2019","68164","child poverty rate",0.102866327350656
"1393","2020","68007","total households",4443
"1394","2020","68007","total households, received SNAP",14
"1395","2020","68007","total households, White householder",4210
"1396","2020","68007","White households, received SNAP",72
"1397","2020","68007","total households, Black householder",70
"1398","2020","68007","Black households, received SNAP",0
"1399","2020","68007","total households, Asian householder",100
"1400","2020","68007","Asian households, received SNAP",0
"1401","2020","68007","total households, Hispanic/Latino (any race)",118
"1402","2020","68007","Hispanic/Latino households, received SNAP",0
"1403","2020","68007","total population",13264
"1404","2020","68007","total population under 18",4432
"1405","2020","68007","median age total population",35.6
"1406","2020","68007","median age male",36.1
"1407","2020","68007","median age female",35
"1408","2020","68007","limited English households, total",3
"1409","2020","68007","limited English households, percentage",0.1
"1410","2020","68007","total population under 18 in poverty status",110
"1411","2020","68007","total SNAP percentage",0.00315102408282692
"1412","2020","68007","White SNAP percentage",0.0171021377672209
"1413","2020","68007","Black SNAP percentage",0
"1414","2020","68007","Asian SNAP percentage",0
"1415","2020","68007","Hispanic/Latino SNAP percentage",0
"1416","2020","68007","child poverty rate",0.0248194945848375
"1417","2020","68022","total households",9512
"1418","2020","68022","total households, received SNAP",54
"1419","2020","68022","total households, White householder",8977
"1420","2020","68022","White households, received SNAP",82
"1421","2020","68022","total households, Black householder",84
"1422","2020","68022","Black households, received SNAP",0
"1423","2020","68022","total households, Asian householder",293
"1424","2020","68022","Asian households, received SNAP",0
"1425","2020","68022","total households, Hispanic/Latino (any race)",137
"1426","2020","68022","Hispanic/Latino households, received SNAP",0
"1427","2020","68022","total population",27039
"1428","2020","68022","total population under 18",8861
"1429","2020","68022","median age total population",34.6
"1430","2020","68022","median age male",32.8
"1431","2020","68022","median age female",36.4
"1432","2020","68022","limited English households, total",34
"1433","2020","68022","limited English households, percentage",0.4
"1434","2020","68022","total population under 18 in poverty status",281
"1435","2020","68022","total SNAP percentage",0.00567703952901598
"1436","2020","68022","White SNAP percentage",0.00913445471761168
"1437","2020","68022","Black SNAP percentage",0
"1438","2020","68022","Asian SNAP percentage",0
"1439","2020","68022","Hispanic/Latino SNAP percentage",0
"1440","2020","68022","child poverty rate",0.0317119963886695
"1441","2020","68102","total households",4798
"1442","2020","68102","total households, received SNAP",31
"1443","2020","68102","total households, White householder",3591
"1444","2020","68102","White households, received SNAP",163
"1445","2020","68102","total households, Black householder",595
"1446","2020","68102","Black households, received SNAP",218
"1447","2020","68102","total households, Asian householder",260
"1448","2020","68102","Asian households, received SNAP",14
"1449","2020","68102","total households, Hispanic/Latino (any race)",296
"1450","2020","68102","Hispanic/Latino households, received SNAP",21
"1451","2020","68102","total population",8727
"1452","2020","68102","total population under 18",161
"1453","2020","68102","median age total population",31.7
"1454","2020","68102","median age male",33.2
"1455","2020","68102","median age female",29.2
"1456","2020","68102","limited English households, total",77
"1457","2020","68102","limited English households, percentage",1.6
"1458","2020","68102","total population under 18 in poverty status",38
"1459","2020","68102","total SNAP percentage",0.00646102542726136
"1460","2020","68102","White SNAP percentage",0.0453912559175717
"1461","2020","68102","Black SNAP percentage",0.366386554621849
"1462","2020","68102","Asian SNAP percentage",0.0538461538461538
"1463","2020","68102","Hispanic/Latino SNAP percentage",0.0709459459459459
"1464","2020","68102","child poverty rate",0.236024844720497
"1465","2020","68104","total households",15387
"1466","2020","68104","total households, received SNAP",1189
"1467","2020","68104","total households, White householder",9096
"1468","2020","68104","White households, received SNAP",1060
"1469","2020","68104","total households, Black householder",4174
"1470","2020","68104","Black households, received SNAP",1106
"1471","2020","68104","total households, Asian householder",1049
"1472","2020","68104","Asian households, received SNAP",356
"1473","2020","68104","total households, Hispanic/Latino (any race)",878
"1474","2020","68104","Hispanic/Latino households, received SNAP",110
"1475","2020","68104","total population",37582
"1476","2020","68104","total population under 18",9249
"1477","2020","68104","median age total population",35.8
"1478","2020","68104","median age male",35.1
"1479","2020","68104","median age female",36.1
"1480","2020","68104","limited English households, total",868
"1481","2020","68104","limited English households, percentage",5.6
"1482","2020","68104","total population under 18 in poverty status",1815
"1483","2020","68104","total SNAP percentage",0.0772730226814844
"1484","2020","68104","White SNAP percentage",0.116534740545295
"1485","2020","68104","Black SNAP percentage",0.264973646382367
"1486","2020","68104","Asian SNAP percentage",0.339370829361296
"1487","2020","68104","Hispanic/Latino SNAP percentage",0.125284738041002
"1488","2020","68104","child poverty rate",0.19623743107363
"1489","2020","68105","total households",9605
"1490","2020","68105","total households, received SNAP",587
"1491","2020","68105","total households, White householder",7723
"1492","2020","68105","White households, received SNAP",957
"1493","2020","68105","total households, Black householder",581
"1494","2020","68105","Black households, received SNAP",144
"1495","2020","68105","total households, Asian householder",278
"1496","2020","68105","Asian households, received SNAP",71
"1497","2020","68105","total households, Hispanic/Latino (any race)",2027
"1498","2020","68105","Hispanic/Latino households, received SNAP",389
"1499","2020","68105","total population",22512
"1500","2020","68105","total population under 18",4976
"1501","2020","68105","median age total population",32.7
"1502","2020","68105","median age male",32.5
"1503","2020","68105","median age female",32.8
"1504","2020","68105","limited English households, total",717
"1505","2020","68105","limited English households, percentage",7.5
"1506","2020","68105","total population under 18 in poverty status",930
"1507","2020","68105","total SNAP percentage",0.0611140031233732
"1508","2020","68105","White SNAP percentage",0.123915576848375
"1509","2020","68105","Black SNAP percentage",0.247848537005164
"1510","2020","68105","Asian SNAP percentage",0.255395683453237
"1511","2020","68105","Hispanic/Latino SNAP percentage",0.191909225456339
"1512","2020","68105","child poverty rate",0.186897106109325
"1513","2020","68106","total households",9640
"1514","2020","68106","total households, received SNAP",309
"1515","2020","68106","total households, White householder",8469
"1516","2020","68106","White households, received SNAP",419
"1517","2020","68106","total households, Black householder",359
"1518","2020","68106","Black households, received SNAP",19
"1519","2020","68106","total households, Asian householder",357
"1520","2020","68106","Asian households, received SNAP",0
"1521","2020","68106","total households, Hispanic/Latino (any race)",632
"1522","2020","68106","Hispanic/Latino households, received SNAP",124
"1523","2020","68106","total population",20688
"1524","2020","68106","total population under 18",3881
"1525","2020","68106","median age total population",34
"1526","2020","68106","median age male",34.2
"1527","2020","68106","median age female",33.8
"1528","2020","68106","limited English households, total",319
"1529","2020","68106","limited English households, percentage",3.3
"1530","2020","68106","total population under 18 in poverty status",230
"1531","2020","68106","total SNAP percentage",0.0320539419087137
"1532","2020","68106","White SNAP percentage",0.0494745542567009
"1533","2020","68106","Black SNAP percentage",0.052924791086351
"1534","2020","68106","Asian SNAP percentage",0
"1535","2020","68106","Hispanic/Latino SNAP percentage",0.19620253164557
"1536","2020","68106","child poverty rate",0.0592630765266684
"1537","2020","68107","total households",9012
"1538","2020","68107","total households, received SNAP",951
"1539","2020","68107","total households, White householder",7007
"1540","2020","68107","White households, received SNAP",998
"1541","2020","68107","total households, Black householder",665
"1542","2020","68107","Black households, received SNAP",316
"1543","2020","68107","total households, Asian householder",9
"1544","2020","68107","Asian households, received SNAP",0
"1545","2020","68107","total households, Hispanic/Latino (any race)",4187
"1546","2020","68107","Hispanic/Latino households, received SNAP",562
"1547","2020","68107","total population",29206
"1548","2020","68107","total population under 18",9456
"1549","2020","68107","median age total population",30.1
"1550","2020","68107","median age male",30.5
"1551","2020","68107","median age female",29.6
"1552","2020","68107","limited English households, total",1363
"1553","2020","68107","limited English households, percentage",15.1
"1554","2020","68107","total population under 18 in poverty status",2299
"1555","2020","68107","total SNAP percentage",0.105525965379494
"1556","2020","68107","White SNAP percentage",0.142428999571857
"1557","2020","68107","Black SNAP percentage",0.475187969924812
"1558","2020","68107","Asian SNAP percentage",0
"1559","2020","68107","Hispanic/Latino SNAP percentage",0.134224982087413
"1560","2020","68107","child poverty rate",0.243126057529611
"1561","2020","68108","total households",5171
"1562","2020","68108","total households, received SNAP",628
"1563","2020","68108","total households, White householder",4486
"1564","2020","68108","White households, received SNAP",890
"1565","2020","68108","total households, Black householder",172
"1566","2020","68108","Black households, received SNAP",70
"1567","2020","68108","total households, Asian householder",135
"1568","2020","68108","Asian households, received SNAP",10
"1569","2020","68108","total households, Hispanic/Latino (any race)",1620
"1570","2020","68108","Hispanic/Latino households, received SNAP",415
"1571","2020","68108","total population",14869
"1572","2020","68108","total population under 18",4763
"1573","2020","68108","median age total population",29.4
"1574","2020","68108","median age male",29.9
"1575","2020","68108","median age female",28.6
"1576","2020","68108","limited English households, total",545
"1577","2020","68108","limited English households, percentage",10.5
"1578","2020","68108","total population under 18 in poverty status",1688
"1579","2020","68108","total SNAP percentage",0.12144652871785
"1580","2020","68108","White SNAP percentage",0.198395006687472
"1581","2020","68108","Black SNAP percentage",0.406976744186047
"1582","2020","68108","Asian SNAP percentage",0.0740740740740741
"1583","2020","68108","Hispanic/Latino SNAP percentage",0.256172839506173
"1584","2020","68108","child poverty rate",0.35439848834768
"1585","2020","68110","total households",3196
"1586","2020","68110","total households, received SNAP",413
"1587","2020","68110","total households, White householder",1170
"1588","2020","68110","White households, received SNAP",346
"1589","2020","68110","total households, Black householder",1749
"1590","2020","68110","Black households, received SNAP",549
"1591","2020","68110","total households, Asian householder",75
"1592","2020","68110","Asian households, received SNAP",18
"1593","2020","68110","total households, Hispanic/Latino (any race)",261
"1594","2020","68110","Hispanic/Latino households, received SNAP",75
"1595","2020","68110","total population",9990
"1596","2020","68110","total population under 18",2283
"1597","2020","68110","median age total population",36.8
"1598","2020","68110","median age male",37
"1599","2020","68110","median age female",36.7
"1600","2020","68110","limited English households, total",182
"1601","2020","68110","limited English households, percentage",5.7
"1602","2020","68110","total population under 18 in poverty status",890
"1603","2020","68110","total SNAP percentage",0.129224030037547
"1604","2020","68110","White SNAP percentage",0.295726495726496
"1605","2020","68110","Black SNAP percentage",0.313893653516295
"1606","2020","68110","Asian SNAP percentage",0.24
"1607","2020","68110","Hispanic/Latino SNAP percentage",0.28735632183908
"1608","2020","68110","child poverty rate",0.389837932544897
"1609","2020","68111","total households",8434
"1610","2020","68111","total households, received SNAP",1756
"1611","2020","68111","total households, White householder",2620
"1612","2020","68111","White households, received SNAP",894
"1613","2020","68111","total households, Black householder",4845
"1614","2020","68111","Black households, received SNAP",2044
"1615","2020","68111","total households, Asian householder",152
"1616","2020","68111","Asian households, received SNAP",72
"1617","2020","68111","total households, Hispanic/Latino (any race)",745
"1618","2020","68111","Hispanic/Latino households, received SNAP",172
"1619","2020","68111","total population",23371
"1620","2020","68111","total population under 18",8313
"1621","2020","68111","median age total population",29.3
"1622","2020","68111","median age male",25.6
"1623","2020","68111","median age female",34
"1624","2020","68111","limited English households, total",542
"1625","2020","68111","limited English households, percentage",6.4
"1626","2020","68111","total population under 18 in poverty status",3837
"1627","2020","68111","total SNAP percentage",0.208204884989329
"1628","2020","68111","White SNAP percentage",0.341221374045802
"1629","2020","68111","Black SNAP percentage",0.4218782249742
"1630","2020","68111","Asian SNAP percentage",0.473684210526316
"1631","2020","68111","Hispanic/Latino SNAP percentage",0.230872483221477
"1632","2020","68111","child poverty rate",0.461566221580657
"1633","2020","68112","total households",4242
"1634","2020","68112","total households, received SNAP",394
"1635","2020","68112","total households, White householder",3127
"1636","2020","68112","White households, received SNAP",422
"1637","2020","68112","total households, Black householder",904
"1638","2020","68112","Black households, received SNAP",331
"1639","2020","68112","total households, Asian householder",36
"1640","2020","68112","Asian households, received SNAP",0
"1641","2020","68112","total households, Hispanic/Latino (any race)",254
"1642","2020","68112","Hispanic/Latino households, received SNAP",20
"1643","2020","68112","total population",11604
"1644","2020","68112","total population under 18",3324
"1645","2020","68112","median age total population",36.7
"1646","2020","68112","median age male",35
"1647","2020","68112","median age female",37.6
"1648","2020","68112","limited English households, total",116
"1649","2020","68112","limited English households, percentage",2.7
"1650","2020","68112","total population under 18 in poverty status",917
"1651","2020","68112","total SNAP percentage",0.0928807166430929
"1652","2020","68112","White SNAP percentage",0.134953629677007
"1653","2020","68112","Black SNAP percentage",0.366150442477876
"1654","2020","68112","Asian SNAP percentage",0
"1655","2020","68112","Hispanic/Latino SNAP percentage",0.078740157480315
"1656","2020","68112","child poverty rate",0.275872442839952
"1657","2020","68114","total households",8166
"1658","2020","68114","total households, received SNAP",187
"1659","2020","68114","total households, White householder",7063
"1660","2020","68114","White households, received SNAP",256
"1661","2020","68114","total households, Black householder",587
"1662","2020","68114","Black households, received SNAP",166
"1663","2020","68114","total households, Asian householder",252
"1664","2020","68114","Asian households, received SNAP",14
"1665","2020","68114","total households, Hispanic/Latino (any race)",255
"1666","2020","68114","Hispanic/Latino households, received SNAP",16
"1667","2020","68114","total population",17665
"1668","2020","68114","total population under 18",3520
"1669","2020","68114","median age total population",39.3
"1670","2020","68114","median age male",35.3
"1671","2020","68114","median age female",43.4
"1672","2020","68114","limited English households, total",162
"1673","2020","68114","limited English households, percentage",2
"1674","2020","68114","total population under 18 in poverty status",228
"1675","2020","68114","total SNAP percentage",0.0228998285574333
"1676","2020","68114","White SNAP percentage",0.0362452215772335
"1677","2020","68114","Black SNAP percentage",0.282793867120954
"1678","2020","68114","Asian SNAP percentage",0.0555555555555556
"1679","2020","68114","Hispanic/Latino SNAP percentage",0.0627450980392157
"1680","2020","68114","child poverty rate",0.0647727272727273
"1681","2020","68116","total households",11668
"1682","2020","68116","total households, received SNAP",192
"1683","2020","68116","total households, White householder",10490
"1684","2020","68116","White households, received SNAP",93
"1685","2020","68116","total households, Black householder",470
"1686","2020","68116","Black households, received SNAP",118
"1687","2020","68116","total households, Asian householder",422
"1688","2020","68116","Asian households, received SNAP",8
"1689","2020","68116","total households, Hispanic/Latino (any race)",393
"1690","2020","68116","Hispanic/Latino households, received SNAP",34
"1691","2020","68116","total population",32018
"1692","2020","68116","total population under 18",9402
"1693","2020","68116","median age total population",33.9
"1694","2020","68116","median age male",33.8
"1695","2020","68116","median age female",34
"1696","2020","68116","limited English households, total",51
"1697","2020","68116","limited English households, percentage",0.4
"1698","2020","68116","total population under 18 in poverty status",388
"1699","2020","68116","total SNAP percentage",0.0164552622557422
"1700","2020","68116","White SNAP percentage",0.00886558627264061
"1701","2020","68116","Black SNAP percentage",0.251063829787234
"1702","2020","68116","Asian SNAP percentage",0.018957345971564
"1703","2020","68116","Hispanic/Latino SNAP percentage",0.0865139949109415
"1704","2020","68116","child poverty rate",0.0412678153584344
"1705","2020","68117","total households",3017
"1706","2020","68117","total households, received SNAP",221
"1707","2020","68117","total households, White householder",2529
"1708","2020","68117","White households, received SNAP",303
"1709","2020","68117","total households, Black householder",47
"1710","2020","68117","Black households, received SNAP",16
"1711","2020","68117","total households, Asian householder",20
"1712","2020","68117","Asian households, received SNAP",0
"1713","2020","68117","total households, Hispanic/Latino (any race)",651
"1714","2020","68117","Hispanic/Latino households, received SNAP",153
"1715","2020","68117","total population",8335
"1716","2020","68117","total population under 18",2269
"1717","2020","68117","median age total population",36.4
"1718","2020","68117","median age male",38.2
"1719","2020","68117","median age female",35.6
"1720","2020","68117","limited English households, total",45
"1721","2020","68117","limited English households, percentage",1.5
"1722","2020","68117","total population under 18 in poverty status",304
"1723","2020","68117","total SNAP percentage",0.0732515744116672
"1724","2020","68117","White SNAP percentage",0.119810201660735
"1725","2020","68117","Black SNAP percentage",0.340425531914894
"1726","2020","68117","Asian SNAP percentage",0
"1727","2020","68117","Hispanic/Latino SNAP percentage",0.235023041474654
"1728","2020","68117","child poverty rate",0.133979726751873
"1729","2020","68118","total households",3447
"1730","2020","68118","total households, received SNAP",66
"1731","2020","68118","total households, White householder",3243
"1732","2020","68118","White households, received SNAP",58
"1733","2020","68118","total households, Black householder",15
"1734","2020","68118","Black households, received SNAP",0
"1735","2020","68118","total households, Asian householder",51
"1736","2020","68118","Asian households, received SNAP",0
"1737","2020","68118","total households, Hispanic/Latino (any race)",123
"1738","2020","68118","Hispanic/Latino households, received SNAP",0
"1739","2020","68118","total population",9521
"1740","2020","68118","total population under 18",2641
"1741","2020","68118","median age total population",41
"1742","2020","68118","median age male",42.3
"1743","2020","68118","median age female",40.3
"1744","2020","68118","limited English households, total",0
"1745","2020","68118","limited English households, percentage",0
"1746","2020","68118","total population under 18 in poverty status",108
"1747","2020","68118","total SNAP percentage",0.0191470844212359
"1748","2020","68118","White SNAP percentage",0.0178846746839346
"1749","2020","68118","Black SNAP percentage",0
"1750","2020","68118","Asian SNAP percentage",0
"1751","2020","68118","Hispanic/Latino SNAP percentage",0
"1752","2020","68118","child poverty rate",0.0408936009087467
"1753","2020","68122","total households",3906
"1754","2020","68122","total households, received SNAP",189
"1755","2020","68122","total households, White householder",2761
"1756","2020","68122","White households, received SNAP",232
"1757","2020","68122","total households, Black householder",742
"1758","2020","68122","Black households, received SNAP",142
"1759","2020","68122","total households, Asian householder",260
"1760","2020","68122","Asian households, received SNAP",15
"1761","2020","68122","total households, Hispanic/Latino (any race)",214
"1762","2020","68122","Hispanic/Latino households, received SNAP",20
"1763","2020","68122","total population",11214
"1764","2020","68122","total population under 18",3522
"1765","2020","68122","median age total population",33
"1766","2020","68122","median age male",32.5
"1767","2020","68122","median age female",34
"1768","2020","68122","limited English households, total",35
"1769","2020","68122","limited English households, percentage",0.9
"1770","2020","68122","total population under 18 in poverty status",288
"1771","2020","68122","total SNAP percentage",0.0483870967741935
"1772","2020","68122","White SNAP percentage",0.084027526258602
"1773","2020","68122","Black SNAP percentage",0.191374663072776
"1774","2020","68122","Asian SNAP percentage",0.0576923076923077
"1775","2020","68122","Hispanic/Latino SNAP percentage",0.0934579439252336
"1776","2020","68122","child poverty rate",0.0817717206132879
"1777","2020","68124","total households",6508
"1778","2020","68124","total households, received SNAP",177
"1779","2020","68124","total households, White householder",5997
"1780","2020","68124","White households, received SNAP",198
"1781","2020","68124","total households, Black householder",206
"1782","2020","68124","Black households, received SNAP",39
"1783","2020","68124","total households, Asian householder",223
"1784","2020","68124","Asian households, received SNAP",0
"1785","2020","68124","total households, Hispanic/Latino (any race)",254
"1786","2020","68124","Hispanic/Latino households, received SNAP",33
"1787","2020","68124","total population",15532
"1788","2020","68124","total population under 18",3392
"1789","2020","68124","median age total population",41
"1790","2020","68124","median age male",39.7
"1791","2020","68124","median age female",42.9
"1792","2020","68124","limited English households, total",63
"1793","2020","68124","limited English households, percentage",1
"1794","2020","68124","total population under 18 in poverty status",302
"1795","2020","68124","total SNAP percentage",0.0271972956361401
"1796","2020","68124","White SNAP percentage",0.0330165082541271
"1797","2020","68124","Black SNAP percentage",0.189320388349515
"1798","2020","68124","Asian SNAP percentage",0
"1799","2020","68124","Hispanic/Latino SNAP percentage",0.12992125984252
"1800","2020","68124","child poverty rate",0.0890330188679245
"1801","2020","68127","total households",9856
"1802","2020","68127","total households, received SNAP",334
"1803","2020","68127","total households, White householder",8426
"1804","2020","68127","White households, received SNAP",569
"1805","2020","68127","total households, Black householder",437
"1806","2020","68127","Black households, received SNAP",26
"1807","2020","68127","total households, Asian householder",343
"1808","2020","68127","Asian households, received SNAP",0
"1809","2020","68127","total households, Hispanic/Latino (any race)",1090
"1810","2020","68127","Hispanic/Latino households, received SNAP",60
"1811","2020","68127","total population",21886
"1812","2020","68127","total population under 18",4246
"1813","2020","68127","median age total population",34.8
"1814","2020","68127","median age male",33.3
"1815","2020","68127","median age female",36.7
"1816","2020","68127","limited English households, total",285
"1817","2020","68127","limited English households, percentage",2.9
"1818","2020","68127","total population under 18 in poverty status",452
"1819","2020","68127","total SNAP percentage",0.033887987012987
"1820","2020","68127","White SNAP percentage",0.0675290766674579
"1821","2020","68127","Black SNAP percentage",0.0594965675057208
"1822","2020","68127","Asian SNAP percentage",0
"1823","2020","68127","Hispanic/Latino SNAP percentage",0.055045871559633
"1824","2020","68127","child poverty rate",0.106453132359868
"1825","2020","68130","total households",7873
"1826","2020","68130","total households, received SNAP",119
"1827","2020","68130","total households, White householder",7144
"1828","2020","68130","White households, received SNAP",121
"1829","2020","68130","total households, Black householder",161
"1830","2020","68130","Black households, received SNAP",0
"1831","2020","68130","total households, Asian householder",384
"1832","2020","68130","Asian households, received SNAP",0
"1833","2020","68130","total households, Hispanic/Latino (any race)",137
"1834","2020","68130","Hispanic/Latino households, received SNAP",46
"1835","2020","68130","total population",21041
"1836","2020","68130","total population under 18",5881
"1837","2020","68130","median age total population",40.2
"1838","2020","68130","median age male",39.9
"1839","2020","68130","median age female",40.4
"1840","2020","68130","limited English households, total",78
"1841","2020","68130","limited English households, percentage",1
"1842","2020","68130","total population under 18 in poverty status",63
"1843","2020","68130","total SNAP percentage",0.0151149498285279
"1844","2020","68130","White SNAP percentage",0.0169372900335946
"1845","2020","68130","Black SNAP percentage",0
"1846","2020","68130","Asian SNAP percentage",0
"1847","2020","68130","Hispanic/Latino SNAP percentage",0.335766423357664
"1848","2020","68130","child poverty rate",0.0107124638666893
"1849","2020","68131","total households",5863
"1850","2020","68131","total households, received SNAP",326
"1851","2020","68131","total households, White householder",4415
"1852","2020","68131","White households, received SNAP",359
"1853","2020","68131","total households, Black householder",834
"1854","2020","68131","Black households, received SNAP",368
"1855","2020","68131","total households, Asian householder",442
"1856","2020","68131","Asian households, received SNAP",51
"1857","2020","68131","total households, Hispanic/Latino (any race)",400
"1858","2020","68131","Hispanic/Latino households, received SNAP",10
"1859","2020","68131","total population",13548
"1860","2020","68131","total population under 18",2180
"1861","2020","68131","median age total population",29.2
"1862","2020","68131","median age male",29.4
"1863","2020","68131","median age female",29
"1864","2020","68131","limited English households, total",458
"1865","2020","68131","limited English households, percentage",7.8
"1866","2020","68131","total population under 18 in poverty status",646
"1867","2020","68131","total SNAP percentage",0.0556029336517141
"1868","2020","68131","White SNAP percentage",0.0813137032842582
"1869","2020","68131","Black SNAP percentage",0.441247002398082
"1870","2020","68131","Asian SNAP percentage",0.115384615384615
"1871","2020","68131","Hispanic/Latino SNAP percentage",0.025
"1872","2020","68131","child poverty rate",0.296330275229358
"1873","2020","68132","total households",5817
"1874","2020","68132","total households, received SNAP",209
"1875","2020","68132","total households, White householder",4847
"1876","2020","68132","White households, received SNAP",239
"1877","2020","68132","total households, Black householder",498
"1878","2020","68132","Black households, received SNAP",143
"1879","2020","68132","total households, Asian householder",262
"1880","2020","68132","Asian households, received SNAP",34
"1881","2020","68132","total households, Hispanic/Latino (any race)",387
"1882","2020","68132","Hispanic/Latino households, received SNAP",26
"1883","2020","68132","total population",15271
"1884","2020","68132","total population under 18",3716
"1885","2020","68132","median age total population",30.8
"1886","2020","68132","median age male",29.9
"1887","2020","68132","median age female",33.1
"1888","2020","68132","limited English households, total",298
